body              time                 x                 y                vx                vy
0                0.48             3.44004            0.988694             2.99984             1.03616
1                0.48             2.03995             45.7084            -1.99979             1.45178
0               0.481             3.44304             0.98973             2.99984             1.03624
1               0.481             2.03795             45.7099            -1.99978             1.45168
0               0.482             3.44604            0.990767             2.99984             1.03631
1               0.482             2.03595             45.7113            -1.99978             1.45158
0               0.483             3.44904            0.991803             2.99983             1.03639
1               0.483             2.03395             45.7128            -1.99978             1.45148
0               0.484             3.45204            0.992839             2.99983             1.03646
1               0.484             2.03195             45.7142            -1.99977             1.45139
0               0.485             3.45504            0.993876             2.99983             1.03654
1               0.485             2.02995             45.7157            -1.99977             1.45129
0               0.486             3.45804            0.994912             2.99983             1.03661
1               0.486             2.02795             45.7171            -1.99977             1.45119
0               0.487             3.46104            0.995949             2.99982             1.03669
1               0.487             2.02595             45.7186            -1.99976             1.45109
0               0.488             3.46404            0.996986             2.99982             1.03676
1               0.488             2.02395               45.72            -1.99976             1.45099
0               0.489             3.46704            0.998023             2.99982             1.03684
1               0.489             2.02195             45.7215            -1.99976             1.45089
0                0.49             3.47004             0.99906             2.99982             1.03691
1                0.49             2.01995             45.7229            -1.99975             1.45079
0               0.491             3.47304              1.0001             2.99981             1.03699
1               0.491             2.01795             45.7244            -1.99975             1.45069
0               0.492             3.47604             1.00113             2.99981             1.03706
1               0.492             2.01595             45.7258            -1.99975             1.45059
0               0.493             3.47904             1.00217             2.99981             1.03714
1               0.493             2.01395             45.7273            -1.99974             1.45049
0               0.494             3.48204             1.00321             2.99981             1.03721
1               0.494             2.01195             45.7287            -1.99974             1.45039
0               0.495             3.48504             1.00425             2.99981             1.03729
1               0.495             2.00995             45.7302            -1.99974             1.45029
0               0.496             3.48804             1.00528              2.9998             1.03736
1               0.496             2.00795             45.7316            -1.99973             1.45019
0               0.497             3.49104             1.00632              2.9998             1.03743
1               0.497             2.00595             45.7331            -1.99973             1.45009
0               0.498             3.49404             1.00736              2.9998             1.03751
1               0.498             2.00395             45.7345            -1.99973             1.44999
0               0.499             3.49704             1.00839              2.9998             1.03758
1               0.499             2.00195              45.736            -1.99972             1.44989
0                 0.5             3.50004             1.00943             2.99979             1.03766
1                 0.5             1.99995             45.7374            -1.99972             1.44979
0               0.501             3.50304             1.01047             2.99979             1.03773
1               0.501             1.99795             45.7389            -1.99972             1.44969
0               0.502             3.50604             1.01151             2.99979             1.03781
1               0.502             1.99595             45.7403            -1.99971             1.44959
0               0.503             3.50904             1.01255             2.99979             1.03788
1               0.503             1.99395             45.7418            -1.99971             1.44949
0               0.504             3.51204             1.01358             2.99978             1.03796
1               0.504             1.99195             45.7432            -1.99971             1.44939
0               0.505             3.51503             1.01462             2.99978             1.03803
1               0.505             1.98995             45.7447             -1.9997             1.44929
0               0.506             3.51803             1.01566             2.99978             1.03811
1               0.506             1.98795             45.7461             -1.9997             1.44919
0               0.507             3.52103              1.0167             2.99977             1.03818
1               0.507             1.98595             45.7476             -1.9997             1.44909
0               0.508             3.52403             1.01774             2.99977             1.03826
1               0.508             1.98396              45.749            -1.99969             1.44899
0               0.509             3.52703             1.01877             2.99977             1.03833
1               0.509             1.98196             45.7505            -1.99969             1.44889
0                0.51             3.53003             1.01981             2.99977             1.03841
1                0.51             1.97996             45.7519            -1.99969             1.44879
0               0.511             3.53303             1.02085             2.99976             1.03848
1               0.511             1.97796             45.7534            -1.99968             1.44869
0               0.512             3.53603             1.02189             2.99976             1.03856
1               0.512             1.97596             45.7548            -1.99968             1.44859
0               0.513             3.53903             1.02293             2.99976             1.03863
1               0.513             1.97396             45.7563            -1.99968             1.44849
0               0.514             3.54203             1.02397             2.99976             1.03871
1               0.514             1.97196             45.7577            -1.99967             1.44839
0               0.515             3.54503             1.02501             2.99975             1.03878
1               0.515             1.96996             45.7592            -1.99967             1.44829
0               0.516             3.54803             1.02604             2.99975             1.03886
1               0.516             1.96796             45.7606            -1.99967             1.44819
0               0.517             3.55103             1.02708             2.99975             1.03893
1               0.517             1.96596             45.7621            -1.99966             1.44809
0               0.518             3.55403             1.02812             2.99975             1.03901
1               0.518             1.96396             45.7635            -1.99966             1.44799
0               0.519             3.55703             1.02916             2.99974             1.03908
1               0.519             1.96196              45.765            -1.99966             1.44789
0                0.52             3.56003              1.0302             2.99974             1.03916
1                0.52             1.95996             45.7664            -1.99965             1.44779
0               0.521             3.56303             1.03124             2.99974             1.03923
1               0.521             1.95796             45.7678            -1.99965             1.44769
0               0.522             3.56603             1.03228             2.99974             1.03931
1               0.522             1.95596             45.7693            -1.99964             1.44759
0               0.523             3.56903             1.03332             2.99973             1.03938
1               0.523             1.95396             45.7707            -1.99964             1.44749
0               0.524             3.57203             1.03436             2.99973             1.03946
1               0.524             1.95196             45.7722            -1.99964             1.44739
0               0.525             3.57503              1.0354             2.99973             1.03953
1               0.525             1.94996             45.7736            -1.99963             1.44729
0               0.526             3.57803             1.03644             2.99972              1.0396
1               0.526             1.94796             45.7751            -1.99963             1.44719
0               0.527             3.58103             1.03748             2.99972             1.03968
1               0.527             1.94596             45.7765            -1.99963             1.44709
0               0.528             3.58403             1.03852             2.99972             1.03975
1               0.528             1.94396              45.778            -1.99962             1.44699
0               0.529             3.58703             1.03956             2.99972             1.03983
1               0.529             1.94196             45.7794            -1.99962             1.44689
0                0.53             3.59003              1.0406             2.99971              1.0399
1                0.53             1.93996             45.7809            -1.99962              1.4468
0               0.531             3.59303             1.04164             2.99971             1.03998
1               0.531             1.93796             45.7823            -1.99961              1.4467
0               0.532             3.59603             1.04268             2.99971             1.04005
1               0.532             1.93596             45.7838            -1.99961              1.4466
0               0.533             3.59903             1.04372             2.99971             1.04013
1               0.533             1.93396             45.7852             -1.9996              1.4465
0               0.534             3.60203             1.04476              2.9997              1.0402
1               0.534             1.93196             45.7867             -1.9996              1.4464
0               0.535             3.60503              1.0458              2.9997             1.04028
1               0.535             1.92996             45.7881             -1.9996              1.4463
0               0.536             3.60803             1.04684              2.9997             1.04035
1               0.536             1.92797             45.7896            -1.99959              1.4462
0               0.537             3.61103             1.04788             2.99969             1.04043
1               0.537             1.92597              45.791            -1.99959              1.4461
0               0.538             3.61403             1.04892             2.99969              1.0405
1               0.538             1.92397             45.7924            -1.99959               1.446
0               0.539             3.61703             1.04996             2.99969             1.04058
1               0.539             1.92197             45.7939            -1.99958              1.4459
0                0.54             3.62003               1.051             2.99969             1.04065
1                0.54             1.91997             45.7953            -1.99958              1.4458
0               0.541             3.62303             1.05204             2.99968             1.04073
1               0.541             1.91797             45.7968            -1.99957              1.4457
0               0.542             3.62602             1.05308             2.99968              1.0408
1               0.542             1.91597             45.7982            -1.99957              1.4456
0               0.543             3.62902             1.05412             2.99968             1.04088
1               0.543             1.91397             45.7997            -1.99957              1.4455
0               0.544             3.63202             1.05516             2.99967             1.04095
1               0.544             1.91197             45.8011            -1.99956              1.4454
0               0.545             3.63502              1.0562             2.99967             1.04103
1               0.545             1.90997             45.8026            -1.99956              1.4453
0               0.546             3.63802             1.05724             2.99967              1.0411
1               0.546             1.90797              45.804            -1.99955              1.4452
0               0.547             3.64102             1.05829             2.99967             1.04118
1               0.547             1.90597             45.8055            -1.99955              1.4451
0               0.548             3.64402             1.05933             2.99966             1.04125
1               0.548             1.90397             45.8069            -1.99955               1.445
0               0.549             3.64702             1.06037             2.99966             1.04132
1               0.549             1.90197             45.8083            -1.99954              1.4449
0                0.55             3.65002             1.06141             2.99966              1.0414
1                0.55             1.89997             45.8098            -1.99954              1.4448
0               0.551             3.65302             1.06245             2.99965             1.04147
1               0.551             1.89797             45.8112            -1.99954              1.4447
0               0.552             3.65602             1.06349             2.99965             1.04155
1               0.552             1.89597             45.8127            -1.99953              1.4446
0               0.553             3.65902             1.06453             2.99965             1.04162
1               0.553             1.89397             45.8141            -1.99953              1.4445
0               0.554             3.66202             1.06558             2.99965              1.0417
1               0.554             1.89197             45.8156            -1.99952              1.4444
0               0.555             3.66502             1.06662             2.99964             1.04177
1               0.555             1.88997              45.817            -1.99952              1.4443
0               0.556             3.66802             1.06766             2.99964             1.04185
1               0.556             1.88797             45.8185            -1.99952              1.4442
0               0.557             3.67102              1.0687             2.99964             1.04192
1               0.557             1.88597             45.8199            -1.99951              1.4441
0               0.558             3.67402             1.06974             2.99963               1.042
1               0.558             1.88397             45.8213            -1.99951               1.444
0               0.559             3.67702             1.07078             2.99963             1.04207
1               0.559             1.88198             45.8228             -1.9995              1.4439
0                0.56             3.68002             1.07183             2.99963             1.04215
1                0.56             1.87998             45.8242             -1.9995             1.44381
0               0.561             3.68302             1.07287             2.99962             1.04222
1               0.561             1.87798             45.8257             -1.9995             1.44371
0               0.562             3.68602             1.07391             2.99962              1.0423
1               0.562             1.87598             45.8271            -1.99949             1.44361
0               0.563             3.68902             1.07495             2.99962             1.04237
1               0.563             1.87398             45.8286            -1.99949             1.44351
0               0.564             3.69202               1.076             2.99962             1.04245
1               0.564             1.87198               45.83            -1.99948             1.44341
0               0.565             3.69502             1.07704             2.99961             1.04252
1               0.565             1.86998             45.8314            -1.99948             1.44331
0               0.566             3.69802             1.07808             2.99961             1.04259
1               0.566             1.86798             45.8329            -1.99948             1.44321
0               0.567             3.70102             1.07912             2.99961             1.04267
1               0.567             1.86598             45.8343            -1.99947             1.44311
0               0.568             3.70402             1.08017              2.9996             1.04274
1               0.568             1.86398             45.8358            -1.99947             1.44301
0               0.569             3.70702             1.08121              2.9996             1.04282
1               0.569             1.86198             45.8372            -1.99946             1.44291
0                0.57             3.71001             1.08225              2.9996             1.04289
1                0.57             1.85998             45.8387            -1.99946             1.44281
0               0.571             3.71301             1.08329             2.99959             1.04297
1               0.571             1.85798             45.8401            -1.99946             1.44271
0               0.572             3.71601             1.08434             2.99959             1.04304
1               0.572             1.85598             45.8415            -1.99945             1.44261
0               0.573             3.71901             1.08538             2.99959             1.04312
1               0.573             1.85398              45.843            -1.99945             1.44251
0               0.574             3.72201             1.08642             2.99958             1.04319
1               0.574             1.85198             45.8444            -1.99944             1.44241
0               0.575             3.72501             1.08747             2.99958             1.04327
1               0.575             1.84998             45.8459            -1.99944             1.44231
0               0.576             3.72801             1.08851             2.99958             1.04334
1               0.576             1.84798             45.8473            -1.99943             1.44221
0               0.577             3.73101             1.08955             2.99957             1.04342
1               0.577             1.84599             45.8488            -1.99943             1.44211
0               0.578             3.73401              1.0906             2.99957             1.04349
1               0.578             1.84399             45.8502            -1.99943             1.44201
0               0.579             3.73701             1.09164             2.99957             1.04357
1               0.579             1.84199             45.8516            -1.99942             1.44191
0                0.58             3.74001             1.09268             2.99957             1.04364
1                0.58             1.83999             45.8531            -1.99942             1.44181
0               0.581             3.74301             1.09373             2.99956             1.04372
1               0.581             1.83799             45.8545            -1.99941             1.44171
0               0.582             3.74601             1.09477             2.99956             1.04379
1               0.582             1.83599              45.856            -1.99941             1.44161
0               0.583             3.74901             1.09582             2.99956             1.04386
1               0.583             1.83399             45.8574             -1.9994             1.44151
0               0.584             3.75201             1.09686             2.99955             1.04394
1               0.584             1.83199             45.8589             -1.9994             1.44142
0               0.585             3.75501              1.0979             2.99955             1.04401
1               0.585             1.82999             45.8603             -1.9994             1.44132
0               0.586             3.75801             1.09895             2.99955             1.04409
1               0.586             1.82799             45.8617            -1.99939             1.44122
0               0.587             3.76101             1.09999             2.99954             1.04416
1               0.587             1.82599             45.8632            -1.99939             1.44112
0               0.588             3.76401             1.10104             2.99954             1.04424
1               0.588             1.82399             45.8646            -1.99938             1.44102
0               0.589             3.76701             1.10208             2.99954             1.04431
1               0.589             1.82199             45.8661            -1.99938             1.44092
0                0.59             3.77001             1.10312             2.99953             1.04439
1                0.59             1.81999             45.8675            -1.99937             1.44082
0               0.591             3.77301             1.10417             2.99953             1.04446
1               0.591             1.81799             45.8689            -1.99937             1.44072
0               0.592             3.77601             1.10521             2.99953             1.04454
1               0.592             1.81599             45.8704            -1.99937             1.44062
0               0.593               3.779             1.10626             2.99952             1.04461
1               0.593             1.81399             45.8718            -1.99936             1.44052
0               0.594               3.782              1.1073             2.99952             1.04469
1               0.594               1.812             45.8733            -1.99936             1.44042
0               0.595               3.785             1.10835             2.99952             1.04476
1               0.595                1.81             45.8747            -1.99935             1.44032
0               0.596               3.788             1.10939             2.99951             1.04483
1               0.596               1.808             45.8761            -1.99935             1.44022
0               0.597               3.791             1.11044             2.99951             1.04491
1               0.597               1.806             45.8776            -1.99934             1.44012
0               0.598               3.794             1.11148             2.99951             1.04498
1               0.598               1.804              45.879            -1.99934             1.44002
0               0.599               3.797             1.11253              2.9995             1.04506
1               0.599               1.802             45.8805            -1.99934             1.43992
0                 0.6                 3.8             1.11357              2.9995             1.04513
1                 0.6                 1.8             45.8819            -1.99933             1.43982
0               0.601               3.803             1.11462              2.9995             1.04521
1               0.601               1.798             45.8833            -1.99933             1.43972
0               0.602               3.806             1.11566             2.99949             1.04528
1               0.602               1.796             45.8848            -1.99932             1.43962
0               0.603               3.809             1.11671             2.99949             1.04536
1               0.603               1.794             45.8862            -1.99932             1.43952
0               0.604               3.812             1.11775             2.99949             1.04543
1               0.604               1.792             45.8877            -1.99931             1.43942
0               0.605               3.815              1.1188             2.99948             1.04551
1               0.605                1.79             45.8891            -1.99931             1.43933
0               0.606               3.818             1.11984             2.99948             1.04558
1               0.606               1.788             45.8905             -1.9993             1.43923
0               0.607               3.821             1.12089             2.99948             1.04566
1               0.607               1.786              45.892             -1.9993             1.43913
0               0.608               3.824             1.12194             2.99947             1.04573
1               0.608               1.784             45.8934            -1.99929             1.43903
0               0.609               3.827             1.12298             2.99947              1.0458
1               0.609             1.78201             45.8949            -1.99929             1.43893
0                0.61                3.83             1.12403             2.99947             1.04588
1                0.61             1.78001             45.8963            -1.99929             1.43883
0               0.611               3.833             1.12507             2.99946             1.04595
1               0.611             1.77801             45.8977            -1.99928             1.43873
0               0.612               3.836             1.12612             2.99946             1.04603
1               0.612             1.77601             45.8992            -1.99928             1.43863
0               0.613             3.83899             1.12717             2.99946              1.0461
1               0.613             1.77401             45.9006            -1.99927             1.43853
0               0.614             3.84199             1.12821             2.99945             1.04618
1               0.614             1.77201             45.9021            -1.99927             1.43843
0               0.615             3.84499             1.12926             2.99945             1.04625
1               0.615             1.77001             45.9035            -1.99926             1.43833
0               0.616             3.84799              1.1303             2.99945             1.04633
1               0.616             1.76801             45.9049            -1.99926             1.43823
0               0.617             3.85099             1.13135             2.99944              1.0464
1               0.617             1.76601             45.9064            -1.99925             1.43813
0               0.618             3.85399              1.1324             2.99944             1.04648
1               0.618             1.76401             45.9078            -1.99925             1.43803
0               0.619             3.85699             1.13344             2.99944             1.04655
1               0.619             1.76201             45.9092            -1.99924             1.43793
0                0.62             3.85999             1.13449             2.99943             1.04663
1                0.62             1.76001             45.9107            -1.99924             1.43783
0               0.621             3.86299             1.13554             2.99943              1.0467
1               0.621             1.75801             45.9121            -1.99923             1.43773
0               0.622             3.86599             1.13658             2.99943             1.04677
1               0.622             1.75602             45.9136            -1.99923             1.43763
0               0.623             3.86899             1.13763             2.99942             1.04685
1               0.623             1.75402              45.915            -1.99923             1.43754
0               0.624             3.87199             1.13868             2.99942             1.04692
1               0.624             1.75202             45.9164            -1.99922             1.43744
0               0.625             3.87499             1.13972             2.99941               1.047
1               0.625             1.75002             45.9179            -1.99922             1.43734
0               0.626             3.87799             1.14077             2.99941             1.04707
1               0.626             1.74802             45.9193            -1.99921             1.43724
0               0.627             3.88099             1.14182             2.99941             1.04715
1               0.627             1.74602             45.9207            -1.99921             1.43714
0               0.628             3.88399             1.14287              2.9994             1.04722
1               0.628             1.74402             45.9222             -1.9992             1.43704
0               0.629             3.88699             1.14391              2.9994              1.0473
1               0.629             1.74202             45.9236             -1.9992             1.43694
0                0.63             3.88998             1.14496              2.9994             1.04737
1                0.63             1.74002             45.9251            -1.99919             1.43684
0               0.631             3.89298             1.14601             2.99939             1.04745
1               0.631             1.73802             45.9265            -1.99919             1.43674
0               0.632             3.89598             1.14705             2.99939             1.04752
1               0.632             1.73602             45.9279            -1.99918             1.43664
0               0.633             3.89898              1.1481             2.99939             1.04759
1               0.633             1.73402             45.9294            -1.99918             1.43654
0               0.634             3.90198             1.14915             2.99938             1.04767
1               0.634             1.73202             45.9308            -1.99917             1.43644
0               0.635             3.90498              1.1502             2.99938             1.04774
1               0.635             1.73003             45.9322            -1.99917             1.43634
0               0.636             3.90798             1.15125             2.99938             1.04782
1               0.636             1.72803             45.9337            -1.99916             1.43624
0               0.637             3.91098             1.15229             2.99937             1.04789
1               0.637             1.72603             45.9351            -1.99916             1.43614
0               0.638             3.91398             1.15334             2.99937             1.04797
1               0.638             1.72403             45.9365            -1.99915             1.43604
0               0.639             3.91698             1.15439             2.99936             1.04804
1               0.639             1.72203              45.938            -1.99915             1.43594
0                0.64             3.91998             1.15544             2.99936             1.04812
1                0.64             1.72003             45.9394            -1.99914             1.43585
0               0.641             3.92298             1.15649             2.99936             1.04819
1               0.641             1.71803             45.9409            -1.99914             1.43575
0               0.642             3.92598             1.15753             2.99935             1.04827
1               0.642             1.71603             45.9423            -1.99913             1.43565
0               0.643             3.92898             1.15858             2.99935             1.04834
1               0.643             1.71403             45.9437            -1.99913             1.43555
0               0.644             3.93198             1.15963             2.99935             1.04841
1               0.644             1.71203             45.9452            -1.99912             1.43545
0               0.645             3.93498             1.16068             2.99934             1.04849
1               0.645             1.71003             45.9466            -1.99912             1.43535
0               0.646             3.93797             1.16173             2.99934             1.04856
1               0.646             1.70803              45.948            -1.99911             1.43525
0               0.647             3.94097             1.16278             2.99933             1.04864
1               0.647             1.70604             45.9495            -1.99911             1.43515
0               0.648             3.94397             1.16382             2.99933             1.04871
1               0.648             1.70404             45.9509             -1.9991             1.43505
0               0.649             3.94697             1.16487             2.99933             1.04879
1               0.649             1.70204             45.9523             -1.9991             1.43495
0                0.65             3.94997             1.16592             2.99932             1.04886
1                0.65             1.70004             45.9538            -1.99909             1.43485
0               0.651             3.95297             1.16697             2.99932             1.04894
1               0.651             1.69804             45.9552            -1.99909             1.43475
0               0.652             3.95597             1.16802             2.99932             1.04901
1               0.652             1.69604             45.9566            -1.99908             1.43465
0               0.653             3.95897             1.16907             2.99931             1.04908
1               0.653             1.69404             45.9581            -1.99908             1.43455
0               0.654             3.96197             1.17012             2.99931             1.04916
1               0.654             1.69204             45.9595            -1.99907             1.43445
0               0.655             3.96497             1.17117              2.9993             1.04923
1               0.655             1.69004             45.9609            -1.99907             1.43436
0               0.656             3.96797             1.17222              2.9993             1.04931
1               0.656             1.68804             45.9624            -1.99906             1.43426
0               0.657             3.97097             1.17327              2.9993             1.04938
1               0.657             1.68605             45.9638            -1.99906             1.43416
0               0.658             3.97397             1.17432             2.99929             1.04946
1               0.658             1.68405             45.9652            -1.99905             1.43406
0               0.659             3.97697             1.17536             2.99929             1.04953
1               0.659             1.68205             45.9667            -1.99905             1.43396
0                0.66             3.97997             1.17641             2.99929             1.04961
1                0.66             1.68005             45.9681            -1.99904             1.43386
0               0.661             3.98296             1.17746             2.99928             1.04968
1               0.661             1.67805             45.9695            -1.99904             1.43376
0               0.662             3.98596             1.17851             2.99928             1.04976
1               0.662             1.67605              45.971            -1.99903             1.43366
0               0.663             3.98896             1.17956             2.99927             1.04983
1               0.663             1.67405             45.9724            -1.99903             1.43356
0               0.664             3.99196             1.18061             2.99927              1.0499
1               0.664             1.67205             45.9738            -1.99902             1.43346
0               0.665             3.99496             1.18166             2.99927             1.04998
1               0.665             1.67005             45.9753            -1.99902             1.43336
0               0.666             3.99796             1.18271             2.99926             1.05005
1               0.666             1.66805             45.9767            -1.99901             1.43326
0               0.667             4.00096             1.18376             2.99926             1.05013
1               0.667             1.66605             45.9781            -1.99901             1.43316
0               0.668             4.00396             1.18481             2.99926              1.0502
1               0.668             1.66406             45.9796              -1.999             1.43306
0               0.669             4.00696             1.18586             2.99925             1.05028
1               0.669             1.66206              45.981              -1.999             1.43297
0                0.67             4.00996             1.18691             2.99925             1.05035
1                0.67             1.66006             45.9824            -1.99899             1.43287
0               0.671             4.01296             1.18796             2.99924             1.05043
1               0.671             1.65806             45.9839            -1.99899             1.43277
0               0.672             4.01596             1.18902             2.99924              1.0505
1               0.672             1.65606             45.9853            -1.99898             1.43267
0               0.673             4.01896             1.19007             2.99924             1.05057
1               0.673             1.65406             45.9867            -1.99898             1.43257
0               0.674             4.02195             1.19112             2.99923             1.05065
1               0.674             1.65206             45.9882            -1.99897             1.43247
0               0.675             4.02495             1.19217             2.99923             1.05072
1               0.675             1.65006             45.9896            -1.99897             1.43237
0               0.676             4.02795             1.19322             2.99922              1.0508
1               0.676             1.64806              45.991            -1.99896             1.43227
0               0.677             4.03095             1.19427             2.99922             1.05087
1               0.677             1.64606             45.9925            -1.99896             1.43217
0               0.678             4.03395             1.19532             2.99922             1.05095
1               0.678             1.64407             45.9939            -1.99895             1.43207
0               0.679             4.03695             1.19637             2.99921             1.05102
1               0.679             1.64207             45.9953            -1.99895             1.43197
0                0.68             4.03995             1.19742             2.99921              1.0511
1                0.68             1.64007             45.9968            -1.99894             1.43187
0               0.681             4.04295             1.19847              2.9992             1.05117
1               0.681             1.63807             45.9982            -1.99893             1.43177
0               0.682             4.04595             1.19952              2.9992             1.05124
1               0.682             1.63607             45.9996            -1.99893             1.43168
0               0.683             4.04895             1.20058              2.9992             1.05132
1               0.683             1.63407             46.0011            -1.99892             1.43158
0               0.684             4.05195             1.20163             2.99919             1.05139
1               0.684             1.63207             46.0025            -1.99892             1.43148
0               0.685             4.05495             1.20268             2.99919             1.05147
1               0.685             1.63007             46.0039            -1.99891             1.43138
0               0.686             4.05795             1.20373             2.99918             1.05154
1               0.686             1.62807             46.0054            -1.99891             1.43128
0               0.687             4.06094             1.20478             2.99918             1.05162
1               0.687             1.62608             46.0068             -1.9989             1.43118
0               0.688             4.06394             1.20583             2.99918             1.05169
1               0.688             1.62408             46.0082             -1.9989             1.43108
0               0.689             4.06694             1.20688             2.99917             1.05176
1               0.689             1.62208             46.0097            -1.99889             1.43098
0                0.69             4.06994             1.20794             2.99917             1.05184
1                0.69             1.62008             46.0111            -1.99889             1.43088
0               0.691             4.07294             1.20899             2.99916             1.05191
1               0.691             1.61808             46.0125            -1.99888             1.43078
0               0.692             4.07594             1.21004             2.99916             1.05199
1               0.692             1.61608             46.0139            -1.99888             1.43068
0               0.693             4.07894             1.21109             2.99916             1.05206
1               0.693             1.61408             46.0154            -1.99887             1.43058
0               0.694             4.08194             1.21214             2.99915             1.05214
1               0.694             1.61208             46.0168            -1.99886             1.43048
0               0.695             4.08494              1.2132             2.99915             1.05221
1               0.695             1.61008             46.0182            -1.99886             1.43039
0               0.696             4.08794             1.21425             2.99914             1.05229
1               0.696             1.60809             46.0197            -1.99885             1.43029
0               0.697             4.09094              1.2153             2.99914             1.05236
1               0.697             1.60609             46.0211            -1.99885             1.43019
0               0.698             4.09394             1.21635             2.99913             1.05243
